title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres
Мухоловка и другие жители Земли,112016018,2019-01-28T12:00:00.000Z,Документальный,"ООО Кинофабрика ""СЛОНиКО""",Россия,С.Быченко,С.Быченко,«12+» - для детей старше 12 лет,,,,,,
Крид-2,121030018,2019-01-10T12:00:00.000Z, Художественный,"Метро Голдвин Майер, Нью Лайн Синема, Уорнер Бразерс, Чартофф Уинклер",США,Стивен Кейпл-мл.,"Кевин Кинг-Темплтон, Сильвестр Сталлоне, Дэвид Уинклер, Ирвин Уинклер, Чарльз Уинклер, Уильям Чартофф",«16+» - для детей старше 16 лет,,,,,6.6,"драма,спорт"
Пирсинг,121030118,2019-01-03T12:00:00.000Z, Художественный,"БодеЛайн Филмз, Мементо Филмз, Парадизе Сити ",США,Николас Песке,"Джейкоб Вассерман, Антонио Кампос, Джош Монд",«18+» - запрещено для детей,,,,,5.7,"ужасы,триллер,детектив"
Весёлая карусель №49,114010118,2018-12-27T12:00:00.000Z,Анимационный,"ФГУП ""ТПО ""Киностудия ""Союзмультфильм""",Россия,"Р.Шарафутдинов, Е.Куркова, М.Соснина, Р.Синкевич","Б.Машковцев, С.Струсовский",«0+» - для любой зрительской аудитории,,,,,,
Йонас Кауфман: Под звездами,126003718,2018-12-25T12:00:00.000Z,Прочие,"Синема Лайв, Второе немецкое телевидение, Драй зат",Германия,Хеннинг Кастен,Томас Рюбених,«12+» - для детей старше 12 лет,,,,,,
Позвоните Мышкину,111025718,2018-12-25T12:00:00.000Z, Художественный,"ООО ""ТПО ""РОК""",Россия,И.Казанков,"А.Учитель, К.Саксаганская",«6+» - для детей старше 6 лет,,,,,5.3,комедия
Темная сторона света,111025818,2019-01-15T12:00:00.000Z, Художественный,"ООО ""Зебра""",Россия,Г.Жихаревич,Ю.Соболевская,«12+» - для детей старше 12 лет,,,,,,
"У горы, на горе, с горы",114009718,2018-12-26T12:00:00.000Z,Анимационный,"ООО Студия ""ШАР""",Россия,А.Кадыкова,"Н.Маковский, А.Хржановский",«0+» - для любой зрительской аудитории,,,,,6.7,"боевик,триллер,драма"
Бабочки,114009818,2018-12-29T12:00:00.000Z,Анимационный,"ООО Студия ""ШАР""",Россия,Е.Хломова,"Н.Маковский, А.Хржановский",«0+» - для любой зрительской аудитории,,,,,8.2,"фантастика,триллер,драма"
Губенко и его театр,112024718,2019-01-01T12:00:00.000Z,Документальный,"ООО ""С.С.С.Р.""",Россия,В.Харченко,А.Белов,«12+» - для детей старше 12 лет,,,,,,
Томск. Город интеллекта и инноваций,112024818,2018-12-29T12:00:00.000Z,Документальный,"Кинофирма ""ГАМС""",Россия,А.Красильщиков,Г.Вагина,«12+» - для детей старше 12 лет,,,,,6.6,"фантастика,драма,криминал"
ТАНЯ...,112024918,2019-05-04T12:00:00.000Z,Документальный,"ООО ""Киностудия Крылья""",Россия,П.Мирзоев,"ООО ""Киностудия Крылья""",«6+» - для детей старше 6 лет,,,,,7.7,драма
Волк и семеро козлят,112025018,2018-12-30T12:00:00.000Z,Документальный,Игнатов Генрих Генрихович,Россия,Г.Игнатов,Г.Игнатов,«16+» - для детей старше 16 лет,,,,,7.2,"мультфильм,короткометражка,детский"
Забытое преступление,111025518,2018-12-27T12:00:00.000Z, Художественный,"ООО ""Аквилон медиа""",Россия,В.Ивановская,"Е.Котунова, О.Володина",«12+» - для детей старше 12 лет,,,,,7.6,"драма,детектив,криминал"
Роковое SMS,111025618,2018-12-27T12:00:00.000Z, Художественный,"ООО ""Аквилон медиа""",Россия,А.Геворгян,"Е.Котунова, О.Володина",«12+» - для детей старше 12 лет,,,,,,
Мульт Азбука,114010218,2018-12-29T12:00:00.000Z,Анимационный,"ООО Кинокомпания ""АНИМОС""",Россия,Е.Савин,Е.Савин,«0+» - для любой зрительской аудитории,,,,,,
Время собирать цветы,112025118,2019-01-01T12:00:00.000Z,Документальный,"ООО ""Краеведофф""",Россия,Г.Щерба,О.Ракшин,«12+» - для детей старше 12 лет,,,,,,
Путь домой,121030218,2019-01-10T12:00:00.000Z, Художественный,"Бона Фильм Груп, Коламбиа Пикчерз, Париа",США,Чарльз Мартин Смит,"В.Брюс Кэмерон, Гэвин Полон",«6+» - для детей старше 6 лет,,,,,7.2,"мелодрама,семейный,приключения"
Стекло,121030318,2019-01-17T12:00:00.000Z, Художественный,"Блайндинг Эйдж Пикчерз, Блюмхаус Продакшнз",США,"М,Найт Шьямалан","Джейсон Блюм, Марк Бьенсток, Эшвин Раджан, М.Найт Шьямалан",«16+» - для детей старше 16 лет,,,,,6.5,"фантастика,триллер,драма"
"Бобр добр (серии: ""Соседи"", ""Пришельцы"", ""Поход"", ""Батут"", ""Зависть погубила"", ""Горки"", ""Симулянт"", ""Вой в лесу"", ""На испуг"", ""Подмена"", ""Ку-ку"", ""Помощники"", ""Клад"")",114010318,2018-12-30T12:00:00.000Z,Анимационный,"АО ""ТЕЛЕКОМПАНИЯ""",Россия,А.Лукьянчиков,"В.Сокологорский, Т.Цыварева, Н.Истимирова",«0+» - для любой зрительской аудитории,,,,,,
"Домики (серии: ""Батискаф"", ""Пекарня"", ""Копан"", ""Храм лотоса"", ""Канатная дорога"", ""Кондитерская фабрика"", ""Монплезир"", ""Телеграф"", ""Башни Петронас"", ""Дом-утюг"")",114010418,2018-12-30T12:00:00.000Z,Анимационный,"АО ""ТЕЛЕКОМПАНИЯ""",Россия,В.Азеев,"В.Сокологорский, Т.Цыварева, Н.Горшков",«0+» - для любой зрительской аудитории,,,,,,
Крик тишины,111025918,2019-01-28T12:00:00.000Z, Художественный,"ООО ""Продюсерская компания Александра Литвинова""",Россия,"В.Потапов, А.Карелин",А.Литвинов,«6+» - для детей старше 6 лет,0.0,40000000.0,60000000.0,Министерство культуры,7.0,"драма,история,военный"
В Кейптаунском порту...,111026018,2019-02-06T12:00:00.000Z, Художественный,"ООО ""РЕНОВАЦИО интертейнмент""",Россия,А.Велединский,"В.Поляков, В.Игнатьев, Р.Дишдишян",«16+» - для детей старше 16 лет,0.0,35000000.0,120000000.0,Фонд кино,5.7,драма
